Name,Description,Value
total instructions,number of total workgroup memory instructions,"205,991,518.82"
average latency per load instruction,average latency per WG-load from issue to mem-ops done,92.19
average latency per store instruction,average latency per WG-store from issue to memops done,54.44
average latency per atomic instruction,average latency per WG-atom from issue to memops done,46.60
average latency of all stages per instruction,average latency of all WG-inst from issue to memops done,99.25
average cycles per load instruction,average cycles per WG-load when issuing (with bank conflict),"10,141.04"
average cycles per store instruction,average cycles per WG-store when issuing (with bank conflict),0.01
average cycles per atomic instruction,average cycles per WG-atom when issuing (with bank conflict),6.61
average conflict cycles per instruction,average conflict cycles per WG-inst when bank conflict happens,3.43
average cycles per instruction,average cycles per WG-inst when issuing (with bank conflict),6.94
shared memory access efficiency,Proportion of NON-CONFLICT access,50.55%
Achieved waves,number of achieved waves,"6,453,942.0"
Dispatched waves,number of dispatched waves,"6,454,056.0"
AP active cycles,number of wave instruction cycles executed on the AP,"8,223,063,715.18"
AP MTE Duty ratio,MTE Duty ratio relative to AP active,22.33%
AP STE Duty ratio,STE Duty ratio relative to AP active,11.24%
AP MMA Duty ratio,MMA Duty ratio relative to AP active,17.62%
VLS Duty ratio,VLS Duty ratio relative to AP active,0.0%
L2C Duty ratio,L2C Duty ratio relative to L2C active,0.32%
instruction per cycle,The number of instructions per busy cycle across all sub-unit instances,45.18
instruction throughput,The percent of achieved instructions and theoretical instructions during all busy cycles ,0.43
instruction throughput efficiency,The percentage of the maximum instruction throughput achieved during all busy cycles ,10.86%
instruction number,The total number of instructions,"3,583,620,439.54"
instructions per AP,The number of instructions per PEU,"34,457,888.84"
